customer_id,Recency,Frequency,Monetary,R_rank_norm,F_rank_norm,M_rank_norm,RFM_Score,Customer_segment
C103000,280,4,539.91,91.36,86.98,31.29,2.79,Low Value Customers
C103003,629,1,300.08,29.83,14.65,25.49,1.16,Lost Customers
C103006,414,1,1200.34,63.61,14.65,49.84,2.1,Low Value Customers
C103029,92,6,4009.36,97.94,98.47,89.77,4.67,Top Customers
C103031,612,2,173.1,31.87,44.44,19.35,1.41,Lost Customers
C103035,641,2,1062.88,28.53,44.44,45.59,2.14,Low Value Customers
C103042,152,3,1708.93,96.78,70.4,64.42,3.55,Medium Value Customer
C103043,367,1,143.36,73.7,14.65,16.99,1.24,Lost Customers
C103044,365,5,3510.45,74.18,95.22,87.08,4.37,High value Customer
C103055,473,2,4275.75,52.28,44.44,91.56,3.62,Medium Value Customer
C103072,884,1,203.3,8.77,14.65,21.5,0.88,Lost Customers
C103073,448,2,3163.49,56.8,44.44,84.25,3.45,Medium Value Customer
C103076,304,3,682.31,87.08,70.4,37.06,2.7,Low Value Customers
C103078,920,1,179.2,6.7,14.65,19.82,0.82,Lost Customers
C103080,645,1,40.66,28.18,14.65,7.57,0.63,Lost Customers
C103108,122,7,4537.04,97.34,99.53,92.81,4.77,Top Customers
C103115,454,2,2700.72,55.7,44.44,78.54,3.28,Medium Value Customer
C103153,501,4,6072.16,47.53,86.98,97.27,4.35,High value Customer
C103156,1015,1,121.98,2.07,14.65,15.47,0.66,Lost Customers
C103164,317,2,707.68,83.74,44.44,37.37,2.32,Low Value Customers
C103167,852,2,2411.14,10.72,44.44,75.42,2.85,Low Value Customers
C103174,537,2,92.6,41.95,44.44,13.37,1.32,Lost Customers
C103175,482,4,1551.8,50.66,86.98,61.47,3.35,Medium Value Customer
C103180,635,1,1500.4,29.14,14.65,57.94,2.07,Low Value Customers
C103182,412,3,808.26,64.06,70.4,38.86,2.57,Low Value Customers
C103185,753,2,50.34,17.76,44.44,9.02,1.01,Lost Customers
C103186,998,1,900.24,2.78,14.65,40.55,1.38,Lost Customers
C103188,734,2,51.12,19.41,44.44,9.11,1.03,Lost Customers
C103200,123,3,691.61,97.05,70.4,37.14,2.77,Low Value Customers
C103218,648,2,1200.32,27.84,44.44,48.18,2.2,Low Value Customers
C103219,900,1,1200.34,7.81,14.65,49.84,1.68,Low Value Customers
C103220,343,4,2254.38,79.5,86.98,73.0,3.89,Medium Value Customer
C103221,700,1,600.16,22.55,14.65,32.63,1.3,Lost Customers
C103226,665,2,1572.08,26.07,44.44,61.91,2.58,Low Value Customers
C103229,493,3,4043.87,48.82,70.4,89.83,3.91,Medium Value Customer
C103233,317,2,1226.47,83.74,44.44,51.45,2.72,Low Value Customers
C103234,406,4,3397.38,65.25,86.98,86.5,4.17,High value Customer
C103240,934,1,10.46,5.98,14.65,1.35,0.29,Lost Customers
C103242,504,1,1500.4,47.03,14.65,57.94,2.21,Low Value Customers
C103262,969,1,1500.4,4.14,14.65,57.94,1.89,Low Value Customers
C103267,449,2,1500.4,56.59,44.44,56.6,2.66,Low Value Customers
C103276,470,3,1369.83,52.85,70.4,55.13,2.95,Low Value Customers
C103279,511,3,3611.47,45.99,70.4,87.8,3.83,Medium Value Customer
C103287,553,3,2741.38,39.51,70.4,79.55,3.55,Medium Value Customer
C103297,0,2,940.9,100.0,44.44,43.22,2.6,Low Value Customers
C103301,936,1,121.98,5.87,14.65,15.47,0.69,Lost Customers
C103308,600,2,3300.92,33.33,44.44,85.58,3.31,Medium Value Customer
C103309,609,1,5.23,32.27,14.65,0.45,0.46,Lost Customers
C103314,214,5,1244.5,94.65,95.22,52.37,3.54,Medium Value Customer
C103324,312,4,2879.95,85.0,86.98,80.48,4.15,High value Customer
C103326,497,3,1622.39,48.11,70.4,62.98,3.14,Medium Value Customer
C103327,122,3,305.25,97.34,70.4,26.62,2.47,Low Value Customers
C103331,551,2,600.16,39.82,44.44,32.63,1.85,Low Value Customers
C103336,615,1,162.64,31.5,14.65,18.45,0.97,Lost Customers
C103337,338,1,1200.32,80.66,14.65,48.18,2.18,Low Value Customers
C103341,860,2,1500.4,10.28,44.44,56.6,2.31,Low Value Customers
C103354,768,1,1200.32,16.52,14.65,48.18,1.7,Low Value Customers
C103356,950,2,284.62,5.15,44.44,24.24,1.35,Lost Customers
C103360,376,5,1719.39,71.68,95.22,64.5,3.71,Medium Value Customer
C103361,214,5,3944.2,94.65,95.22,89.58,4.6,Top Customers
C103386,1010,1,143.36,2.28,14.65,16.99,0.71,Lost Customers
C103389,591,2,2700.74,34.45,44.44,78.82,3.13,Medium Value Customer
C103394,446,2,1622.38,57.21,44.44,62.89,2.84,Low Value Customers
C103395,782,1,300.08,15.42,14.65,25.49,1.05,Lost Customers
C103405,292,3,1826.63,87.91,70.4,67.13,3.56,Medium Value Customer
C103409,858,2,5371.98,10.37,44.44,95.49,3.42,Medium Value Customer
C103415,374,5,1028.14,72.11,95.22,44.8,3.15,Medium Value Customer
C103446,875,2,3160.46,9.29,44.44,84.15,3.09,Medium Value Customer
C103447,525,1,1200.32,43.77,14.65,48.18,1.91,Low Value Customers
C103459,522,3,4200.56,44.2,70.4,90.59,3.9,Medium Value Customer
C103461,1,5,1322.3,99.7,95.22,54.19,3.63,Medium Value Customer
C103463,713,2,5290.66,21.38,44.44,95.21,3.5,Medium Value Customer
C103465,387,4,7050.48,69.26,86.98,98.6,4.55,Top Customers
C103466,392,1,40.66,68.19,14.65,7.57,0.93,Lost Customers
C103471,1057,1,900.24,0.28,14.65,40.55,1.36,Lost Customers
C103498,564,1,5.23,38.01,14.65,0.45,0.5,Lost Customers
C103503,795,2,681.49,14.52,44.44,37.03,1.79,Low Value Customers
C103508,554,3,638.77,39.38,70.4,35.8,2.3,Low Value Customers
C103532,123,2,4379.2,97.05,44.44,92.0,3.97,Medium Value Customer
C103535,425,1,3150.0,61.28,14.65,83.87,3.05,Medium Value Customer
C103539,559,1,10.46,38.73,14.65,1.35,0.53,Lost Customers
C103541,449,2,1070.92,56.59,44.44,45.77,2.35,Low Value Customers
C103549,460,1,203.3,54.64,14.65,21.5,1.23,Lost Customers
C103555,494,4,2589.43,48.66,86.98,77.73,3.8,Medium Value Customer
C103560,432,3,142.56,59.86,70.4,16.56,1.91,Low Value Customers
C103569,340,1,2100.0,80.21,14.65,69.93,2.8,Low Value Customers
C103572,517,3,718.76,45.04,70.4,37.53,2.39,Low Value Customers
C103577,322,1,1500.4,82.44,14.65,57.94,2.47,Low Value Customers
C103582,758,1,1200.32,17.36,14.65,48.18,1.71,Low Value Customers
C103597,779,1,179.2,15.64,14.65,19.82,0.89,Lost Customers
C103598,320,1,300.08,82.94,14.65,25.49,1.55,Lost Customers
C103602,508,1,15.15,46.43,14.65,2.25,0.62,Lost Customers
C103609,907,1,5.23,7.41,14.65,0.45,0.27,Lost Customers
C103613,873,2,1221.24,9.41,44.44,51.11,2.15,Low Value Customers
C103645,603,2,1800.48,32.99,44.44,65.35,2.73,Low Value Customers
C103647,528,3,3088.22,43.3,70.4,83.32,3.69,Medium Value Customer
C103651,346,2,76.91,78.74,44.44,11.86,1.55,Lost Customers
C103653,679,3,4229.44,24.66,70.4,91.23,3.77,Medium Value Customer
C103657,520,3,2679.73,44.53,70.4,78.16,3.55,Medium Value Customer
C103661,346,2,940.9,78.74,44.44,43.22,2.44,Low Value Customers
C103670,704,1,900.24,22.2,14.65,40.55,1.53,Lost Customers
C103671,420,2,1703.7,62.26,44.44,64.29,2.92,Low Value Customers
C103691,552,3,983.65,39.65,70.4,44.2,2.54,Low Value Customers
C103715,401,2,41.84,66.33,44.44,8.18,1.35,Lost Customers
C103722,302,2,803.46,87.63,44.44,38.75,2.38,Low Value Customers
C103726,767,2,1200.33,16.62,44.44,49.48,2.16,Low Value Customers
C103727,122,3,1643.76,97.34,70.4,63.19,3.52,Medium Value Customer
C103734,438,4,3300.88,58.71,86.98,85.31,4.09,High value Customer
C103741,426,2,226.76,61.04,44.44,22.88,1.73,Low Value Customers
C103744,758,2,3000.8,17.36,44.44,80.99,3.06,Medium Value Customer
C103750,730,4,3422.86,19.8,86.98,86.62,3.83,Medium Value Customer
C103765,364,2,1085.84,74.43,44.44,46.0,2.49,Low Value Customers
C103768,650,3,3407.84,27.63,70.4,86.54,3.66,Medium Value Customer
C103772,781,2,87.37,15.49,44.44,13.17,1.11,Lost Customers
C103775,304,5,4821.66,87.08,95.22,93.72,4.66,Top Customers
C103776,947,2,28.69,5.29,44.44,5.47,0.82,Lost Customers
C103781,573,4,3682.34,36.79,86.98,88.25,4.01,High value Customer
C103788,374,2,671.85,72.11,44.44,36.74,2.21,Low Value Customers
C103814,317,5,1573.62,83.74,95.22,61.96,3.73,Medium Value Customer
C103815,460,4,871.76,54.64,86.98,39.26,2.75,Low Value Customers
C103819,604,2,31.38,32.87,44.44,5.86,1.04,Lost Customers
C103821,378,5,4113.36,71.24,95.22,90.13,4.44,High value Customer
C103824,153,4,5276.71,96.51,86.98,95.14,4.65,Top Customers
C103825,122,4,4995.02,97.34,86.98,94.14,4.63,Top Customers
C103837,607,2,325.28,32.51,44.44,27.58,1.65,Low Value Customers
C103838,745,1,45.45,18.45,14.65,8.37,0.58,Lost Customers
C103840,601,1,5.23,33.21,14.65,0.45,0.47,Lost Customers
C103845,961,1,300.08,4.59,14.65,25.49,0.97,Lost Customers
C103863,353,1,3000.85,77.08,14.65,81.7,3.11,Medium Value Customer
C103864,380,3,656.52,70.81,70.4,36.35,2.55,Low Value Customers
C103869,635,1,3000.85,29.14,14.65,81.7,2.75,Low Value Customers
C103877,274,2,1362.98,93.1,44.44,55.04,2.89,Low Value Customers
C103887,380,1,15.15,70.81,14.65,2.25,0.8,Lost Customers
C103888,500,4,1264.87,47.68,86.98,52.92,3.08,Medium Value Customer
C103894,408,3,128.44,64.82,70.4,16.15,1.93,Low Value Customers
C103896,429,2,254.95,60.44,44.44,23.65,1.75,Low Value Customers
C103900,662,1,300.08,26.36,14.65,25.49,1.13,Lost Customers
C103910,322,2,55.91,82.44,44.44,9.35,1.51,Lost Customers
C103913,545,2,626.31,40.77,44.44,35.33,1.93,Low Value Customers
C103930,980,1,26.15,3.62,14.65,4.94,0.37,Lost Customers
C103944,333,2,40.76,81.96,44.44,8.03,1.47,Lost Customers
C103949,712,1,900.24,21.48,14.65,40.55,1.52,Lost Customers
C103951,695,1,143.36,23.0,14.65,16.99,0.86,Lost Customers
C103965,611,1,300.08,32.01,14.65,25.49,1.17,Lost Customers
C103982,314,2,3271.98,84.51,44.44,85.04,3.68,Medium Value Customer
C103992,696,2,261.95,22.9,44.44,23.78,1.47,Lost Customers
C103995,976,1,58.65,3.79,14.65,9.69,0.51,Lost Customers
C103998,394,3,1334.03,67.72,70.4,54.44,3.05,Medium Value Customer
C104013,355,2,3450.08,76.64,44.44,86.75,3.67,Medium Value Customer
C104014,411,3,1581.72,64.26,70.4,62.09,3.24,Medium Value Customer
C104032,576,1,15.69,36.42,14.65,2.79,0.56,Lost Customers
C104036,1,7,3479.33,99.7,99.53,86.92,4.62,Top Customers
C104041,502,4,5706.24,47.37,86.98,96.6,4.33,High value Customer
C104055,877,1,15.69,9.18,14.65,2.79,0.35,Lost Customers
C104072,663,1,300.08,26.26,14.65,25.49,1.13,Lost Customers
C104078,284,4,3176.15,90.19,86.98,84.36,4.3,High value Customer
C104082,785,2,658.81,15.21,44.44,36.4,1.77,Low Value Customers
C104092,625,2,1230.62,30.26,44.44,51.66,2.32,Low Value Customers
C104101,573,3,2111.02,36.79,70.4,71.22,3.29,Medium Value Customer
C104111,744,2,660.77,18.52,44.44,36.52,1.8,Low Value Customers
C104116,30,4,1011.55,99.41,86.98,44.51,3.23,Medium Value Customer
C104118,417,3,352.38,62.89,70.4,28.59,2.27,Low Value Customers
C104123,617,2,621.08,31.24,44.44,35.05,1.86,Low Value Customers
C104142,31,2,743.52,99.13,44.44,37.91,2.45,Low Value Customers
C104164,434,5,1668.27,59.48,95.22,63.74,3.6,Medium Value Customer
C104172,508,3,1908.0,46.43,70.4,68.36,3.28,Medium Value Customer
C104174,314,3,971.27,84.51,70.4,43.8,2.87,Low Value Customers
C104180,323,2,981.56,82.2,44.44,44.09,2.5,Low Value Customers
C104187,615,1,1200.34,31.5,14.65,49.84,1.86,Low Value Customers
C104194,1035,2,365.94,1.27,44.44,28.83,1.45,Lost Customers
C104209,356,3,4501.23,76.42,70.4,92.43,4.19,High value Customer
C104228,584,1,600.16,35.41,14.65,32.63,1.4,Lost Customers
C104230,338,1,1200.32,80.66,14.65,48.18,2.18,Low Value Customers
C104239,444,3,936.85,57.6,70.4,43.12,2.65,Low Value Customers
C104250,688,1,121.98,23.74,14.65,15.47,0.82,Lost Customers
C104257,537,1,600.16,41.95,14.65,32.63,1.45,Lost Customers
C104263,776,2,4201.19,15.89,44.44,90.93,3.33,Medium Value Customer
C104274,603,2,381.4,32.99,44.44,29.23,1.7,Low Value Customers
C104280,475,3,265.75,51.91,70.4,23.92,2.06,Low Value Customers
C104286,526,1,5.23,43.61,14.65,0.45,0.54,Lost Customers
C104296,798,1,300.08,14.33,14.65,25.49,1.04,Lost Customers
C104311,335,2,1230.62,81.44,44.44,51.66,2.71,Low Value Customers
C104318,623,1,179.2,30.47,14.65,19.82,1.0,Lost Customers
C104331,288,3,1619.65,89.05,70.4,62.78,3.44,Medium Value Customer
C104350,554,1,81.32,39.38,14.65,12.44,0.85,Lost Customers
C104367,843,1,2400.68,11.27,14.65,74.95,2.43,Low Value Customers
C104370,455,3,67.22,55.53,70.4,10.5,1.7,Low Value Customers
C104371,337,4,3621.88,80.92,86.98,87.87,4.33,High value Customer
C104393,516,1,26.15,45.19,14.65,4.94,0.68,Lost Customers
C104400,388,2,1800.48,69.04,44.44,65.35,3.0,Low Value Customers
C104409,817,5,606.03,12.98,95.22,34.44,2.41,Low Value Customers
C104418,596,2,107.52,33.82,44.44,14.58,1.29,Lost Customers
C104427,61,1,300.08,98.85,14.65,25.49,1.67,Low Value Customers
C104433,380,1,23.46,70.81,14.65,4.33,0.86,Lost Customers
C104436,687,2,1205.57,23.84,44.44,50.35,2.24,Low Value Customers
C104439,447,2,1043.6,57.01,44.44,44.96,2.33,Low Value Customers
C104453,356,2,4501.25,76.42,44.44,92.53,3.83,Medium Value Customer
C104460,939,1,900.24,5.7,14.65,40.55,1.4,Lost Customers
C104465,526,3,2700.75,43.61,70.4,78.92,3.56,Medium Value Customer
C104478,432,2,2400.64,59.86,44.44,74.26,3.19,Medium Value Customer
C104495,373,2,1062.88,72.33,44.44,45.59,2.46,Low Value Customers
C104500,448,3,3000.8,56.8,70.4,80.99,3.72,Medium Value Customer
C104519,962,2,20.92,4.53,44.44,3.72,0.76,Lost Customers
C104567,449,2,97.83,56.59,44.44,13.62,1.43,Lost Customers
C104570,1009,1,600.16,2.33,14.65,32.63,1.15,Lost Customers
C104579,401,1,1500.4,66.33,14.65,57.94,2.35,Low Value Customers
C104592,769,3,2208.08,16.42,70.4,72.59,3.18,Medium Value Customer
C104596,669,2,65.83,25.64,44.44,10.4,1.11,Lost Customers
C104600,425,4,3606.91,61.28,86.98,87.77,4.18,High value Customer
C104601,1037,2,1500.4,1.15,44.44,57.94,2.28,Low Value Customers
C104604,433,2,1110.6,59.66,44.44,46.38,2.39,Low Value Customers
C104615,706,3,1530.72,22.02,70.4,60.7,2.88,Low Value Customers
C104620,377,2,1307.84,71.44,44.44,53.87,2.69,Low Value Customers
C104634,693,3,956.69,23.21,70.4,43.56,2.4,Low Value Customers
C104637,539,2,1200.32,41.68,44.44,48.18,2.31,Low Value Customers
C104646,971,1,1200.32,4.03,14.65,48.18,1.61,Low Value Customers
C104655,654,1,81.32,27.18,14.65,12.44,0.76,Lost Customers
C104669,317,1,81.32,83.74,14.65,12.44,1.19,Lost Customers
C104686,830,1,162.64,12.12,14.65,18.45,0.82,Lost Customers
C104688,952,2,1281.64,5.06,44.44,53.36,2.18,Low Value Customers
C104690,707,2,86.11,21.93,44.44,13.0,1.16,Lost Customers
C104702,574,1,1800.51,36.66,14.65,66.2,2.37,Low Value Customers
C104706,853,2,147.43,10.66,44.44,17.36,1.2,Lost Customers
C104708,556,1,3150.0,39.14,14.65,83.87,2.89,Low Value Customers
C104715,314,3,513.84,84.51,70.4,31.16,2.51,Low Value Customers
C104719,122,5,2716.97,97.34,95.22,79.26,4.32,High value Customer
C104728,154,3,2608.77,96.19,70.4,77.91,3.93,Medium Value Customer
C104739,123,1,900.24,97.05,14.65,40.55,2.09,Low Value Customers
C104755,827,1,1500.4,12.33,14.65,57.94,1.95,Low Value Customers
C104760,319,5,1877.41,83.2,95.22,68.06,3.9,Medium Value Customer
C104767,344,4,700.66,79.25,86.98,37.25,2.87,Low Value Customers
C104772,381,2,1622.38,70.61,44.44,62.89,2.94,Low Value Customers
C104775,284,2,1800.5,90.19,44.44,65.85,3.18,Medium Value Customer
C104787,709,2,1516.09,21.76,44.44,59.99,2.49,Low Value Customers
C104794,352,4,1527.87,77.3,86.98,60.63,3.53,Medium Value Customer
C104799,393,2,112.34,67.94,44.44,14.69,1.55,Lost Customers
C104800,800,2,1205.55,14.19,44.44,50.25,2.16,Low Value Customers
C104804,415,1,203.3,63.37,14.65,21.5,1.29,Lost Customers
C104808,513,1,3150.0,45.65,14.65,83.87,2.94,Low Value Customers
C104816,615,1,203.3,31.5,14.65,21.5,1.05,Lost Customers
C104818,276,4,2172.16,92.56,86.98,72.25,3.97,Medium Value Customer
C104824,278,5,2990.15,91.99,95.22,80.77,4.32,High value Customer
C104845,385,4,4171.24,69.71,86.98,90.22,4.31,High value Customer
C104847,397,1,162.64,67.09,14.65,18.45,1.23,Lost Customers
C104848,556,4,2822.7,39.14,86.98,80.08,3.79,Medium Value Customer
C104854,440,6,1472.13,58.32,98.47,56.31,3.42,Medium Value Customer
C104868,433,1,600.16,59.66,14.65,32.63,1.58,Lost Customers
C104884,425,4,1861.64,61.28,86.98,67.85,3.61,Medium Value Customer
C104905,311,2,3312.64,85.24,44.44,85.83,3.71,Medium Value Customer
C104915,370,3,1230.62,72.96,70.4,51.66,3.01,Medium Value Customer
C104923,390,3,179.15,68.61,70.4,19.54,2.06,Low Value Customers
C104925,778,1,300.08,15.72,14.65,25.49,1.05,Lost Customers
C104933,544,2,36.61,40.94,44.44,7.0,1.13,Lost Customers
C104942,61,2,4240.66,98.85,44.44,91.33,3.97,Medium Value Customer
C104950,664,1,600.16,26.18,14.65,32.63,1.33,Lost Customers
C104957,315,2,132.44,84.27,44.44,16.28,1.72,Low Value Customers
C104958,367,4,2576.55,73.7,86.98,77.6,3.98,Medium Value Customer
C104961,416,5,1816.04,63.13,95.22,66.81,3.71,Medium Value Customer
C104963,545,1,600.16,40.77,14.65,32.63,1.44,Lost Customers
C104964,602,4,3474.1,33.1,86.98,86.9,3.94,Medium Value Customer
C104974,183,2,1272.0,95.56,44.44,53.06,2.85,Low Value Customers
C104985,361,5,2472.7,75.2,95.22,76.64,4.08,High value Customer
C104986,796,1,81.32,14.45,14.65,12.44,0.67,Lost Customers
C104989,949,2,900.24,5.18,44.44,40.55,1.82,Low Value Customers
C104993,347,1,300.08,78.5,14.65,25.49,1.52,Lost Customers
C104994,514,2,183.56,45.49,44.44,20.23,1.54,Lost Customers
C105012,766,1,203.3,16.68,14.65,21.5,0.94,Lost Customers
C105015,470,2,184.43,52.85,44.44,20.33,1.6,Lost Customers
C105019,415,4,1959.53,63.37,86.98,68.94,3.66,Medium Value Customer
C105025,699,2,86.21,22.63,44.44,13.02,1.16,Lost Customers
C105026,283,3,4347.43,90.49,70.4,91.8,4.28,High value Customer
C105034,370,1,1500.4,72.96,14.65,57.94,2.4,Low Value Customers
C105039,620,1,15.15,30.83,14.65,2.25,0.5,Lost Customers
C105060,953,2,87.37,5.01,44.44,13.17,1.03,Lost Customers
C105070,895,2,141.92,8.13,44.44,16.54,1.15,Lost Customers
C105086,551,4,7521.83,39.82,86.98,99.02,4.34,High value Customer
C105089,397,3,1622.38,67.09,70.4,62.8,3.28,Medium Value Customer
C105090,304,3,4501.23,87.08,70.4,92.43,4.27,High value Customer
C105104,374,4,7950.72,72.11,86.98,99.23,4.59,Top Customers
C105118,289,4,697.99,88.77,86.98,37.22,2.94,Low Value Customers
C105122,487,1,300.08,49.79,14.65,25.49,1.3,Lost Customers
C105126,773,2,1281.64,16.12,44.44,53.36,2.26,Low Value Customers
C105150,305,1,1500.4,86.83,14.65,57.94,2.51,Low Value Customers
C105154,336,3,1821.4,81.17,70.4,66.97,3.5,Medium Value Customer
C105164,1021,1,2400.68,1.81,14.65,74.95,2.35,Low Value Customers
C105168,323,3,48.34,82.2,70.4,9.0,1.86,Low Value Customers
C105170,323,2,1055.23,82.2,44.44,45.42,2.53,Low Value Customers
C105172,973,1,300.08,3.94,14.65,25.49,0.96,Lost Customers
C105182,842,2,1800.48,11.32,44.44,65.35,2.57,Low Value Customers
C105183,530,1,1200.32,42.96,14.65,48.18,1.9,Low Value Customers
C105188,555,2,1215.47,39.26,44.44,50.74,2.36,Low Value Customers
C105191,965,2,479.28,4.39,44.44,30.73,1.53,Lost Customers
C105210,521,2,1800.48,44.35,44.44,65.35,2.82,Low Value Customers
C105213,311,1,900.24,85.24,14.65,40.55,2.0,Low Value Customers
C105221,522,4,987.49,44.2,86.98,44.24,2.81,Low Value Customers
C105227,882,1,900.24,8.88,14.65,40.55,1.43,Lost Customers
C105229,410,2,1561.0,64.44,44.44,61.68,2.86,Low Value Customers
C105232,405,2,345.53,65.48,44.44,28.39,1.92,Low Value Customers
C105245,418,2,1230.62,62.67,44.44,51.66,2.56,Low Value Customers
C105254,450,2,1500.4,56.4,44.44,56.6,2.66,Low Value Customers
C105258,280,1,15.69,91.36,14.65,2.79,0.97,Lost Customers
C105259,436,3,158.2,59.09,70.4,17.86,1.94,Low Value Customers
C105263,336,2,1200.32,81.17,44.44,48.18,2.6,Low Value Customers
C105269,522,3,2161.58,44.2,70.4,72.16,3.37,Medium Value Customer
C105280,906,2,1226.47,7.46,44.44,51.45,2.14,Low Value Customers
C105294,453,1,1800.51,55.86,14.65,66.2,2.51,Low Value Customers
C105298,286,1,10.46,89.59,14.65,1.35,0.92,Lost Customers
C105299,523,2,189.66,44.05,44.44,20.54,1.54,Lost Customers
C105302,379,1,600.16,71.02,14.65,32.63,1.67,Low Value Customers
C105312,576,3,7350.58,36.42,70.4,98.9,4.08,High value Customer
C105316,284,4,11851.87,90.19,86.98,99.97,4.74,Top Customers
C105319,794,1,121.98,14.59,14.65,15.47,0.76,Lost Customers
C105324,354,4,1698.88,76.85,86.98,64.15,3.62,Medium Value Customer
C105332,473,3,2700.75,52.28,70.4,78.92,3.63,Medium Value Customer
C105334,932,1,107.52,6.09,14.65,14.26,0.66,Lost Customers
C105344,673,1,600.17,25.26,14.65,33.99,1.36,Lost Customers
C105350,184,4,3921.96,95.26,86.98,89.44,4.48,High value Customer
C105351,476,1,1200.34,51.71,14.65,49.84,2.01,Low Value Customers
C105352,528,1,900.24,43.3,14.65,40.55,1.69,Low Value Customers
C105366,805,1,1500.4,13.84,14.65,57.94,1.96,Low Value Customers
C105380,903,2,1703.7,7.65,44.44,64.29,2.51,Low Value Customers
C105384,677,3,3081.83,24.85,70.4,83.21,3.54,Medium Value Customer
C105389,810,2,330.38,13.49,44.44,27.89,1.52,Lost Customers
C105391,429,4,5578.65,60.44,86.98,96.31,4.42,High value Customer
C105393,1007,1,71.68,2.4,14.65,11.01,0.54,Lost Customers
C105400,595,1,5.23,33.94,14.65,0.45,0.47,Lost Customers
